Price,Close,High,Low,Open,Volume
Ticker,POWERGRID.NS,POWERGRID.NS,POWERGRID.NS,POWERGRID.NS,POWERGRID.NS
Date,,,,,
2008-02-11,32.091434478759766,35.02074043614954,31.74777265039105,35.02074043614954,15133331
2008-02-12,31.518665313720703,33.269702768843366,31.256827626091827,33.056960896182176,10237627
2008-02-13,31.060449600219727,32.48418821577736,30.422221791892394,32.07506754125705,10395753
2008-02-14,33.77700424194336,34.12066598041947,31.74776434603539,31.74776434603539,12514003
2008-02-15,34.74253845214844,35.02074142094193,32.746028512813965,33.64609406881163,12080990
2008-02-18,34.54615783691406,35.528049703171305,34.251591830772135,35.528049703171305,6977153
2008-02-19,34.169769287109375,35.2498483927038,33.90793159187105,35.168024251668186,7226542
2008-02-20,33.31880187988281,33.85884261619641,32.94241166759755,33.84247734183136,5604999
2008-02-21,33.54790496826172,34.120673925892014,33.138784284240074,33.85883624419381,3874365
2008-02-22,33.12242889404297,33.33517082535072,32.09144313097154,32.43510505199535,2691220
2008-02-25,33.40062713623047,33.80974791077039,32.59875086205667,33.51518184095055,6270186
2008-02-26,33.53152847290039,34.006107863584226,33.36788025407003,33.71154195753799,7139423
2008-02-27,35.49531936645508,37.2463545813452,34.022484887953325,34.022484887953325,43223132
2008-02-28,36.49357604980469,36.77177901922851,35.348038066848545,35.838982916686895,35763847
2008-02-29,35.96989440917969,36.98451447716916,35.38076246737575,36.26446259970317,16477462
2008-03-03,34.464332580566406,35.60987268406484,34.071577178590154,34.39887371684065,10049153
2008-03-04,33.58063507080078,34.824362460061685,32.729665334712074,34.693444722085545,11485198
2008-03-05,34.202491760253906,34.36614000370734,32.76238588609084,33.74427534681147,8581053
2008-03-07,32.45145797729492,33.71155046825631,31.0931760863225,33.71155046825631,14251925
2008-03-10,32.3363151550293,32.56658343328407,30.47771848591518,32.500792815335714,11713659
2008-03-11,35.0008659362793,35.329821367718594,31.316565550333568,32.07316125794651,19665129
2008-03-12,34.11268997192383,36.18510983387493,33.78373450910213,35.95484145607415,12262350
2008-03-13,29.425071716308594,33.55346535642741,28.619131297181983,33.22450990120251,47000084
2008-03-14,31.448148727416992,31.579730015580576,29.638893745372137,30.247459991718614,35798540
2008-03-17,30.214567184448242,30.856029897979795,29.573104470916686,30.856029897979795,19211273
2008-03-18,30.477724075317383,31.069844207185405,29.671781607314863,30.165214678726304,12632937
2008-03-19,30.658655166625977,34.14558145585736,30.461281012328875,31.908684040934837,16449023
2008-03-24,30.954710006713867,31.80999491921712,30.280351006186862,31.80999491921712,11636914
2008-03-25,32.12250900268555,32.31988094202131,31.184985040506664,31.760657100928643,13232423
2008-03-26,31.92513084411621,32.698176978170395,31.57972720483941,31.908682626841745,11448313
2008-03-27,32.500797271728516,32.813306653857715,31.448140547605128,31.448140547605128,17425122
2008-03-28,32.56657791137695,32.81329659087462,31.711295561325727,32.64881672758595,11599511
2008-03-31,32.3363151550293,32.71461511225669,31.908672792058397,32.56658343328407,9914705
2008-04-01,32.40211868286133,32.86265765373315,31.990924368264302,32.566596408700136,6034588
2008-04-02,32.92844009399414,33.88241200470669,32.566588294952936,32.566588294952936,6087024
2008-04-03,32.665283203125,33.158716376302266,32.40211839792274,33.010686870523465,3883474
2008-04-04,32.500797271728516,32.87909728082705,31.87578296921282,32.87909728082705,5906537
2008-04-07,32.36921310424805,32.69816844035691,31.99091312920017,32.55013898528215,4088729
2008-04-08,31.546831130981445,32.385667853533256,31.316562795405083,32.31987498833578,5753811
2008-04-09,31.629072189331055,31.908682962450893,31.26722032897391,31.64552040677852,3776374
2008-04-10,32.25408172607422,32.484350042889226,31.464589716745216,31.57972275971701,7075297
2008-04-11,32.40211868286133,32.73107413453894,32.073163231183706,32.566596408700136,4012660
2008-04-15,32.89555358886719,33.060031312194084,31.645522445408382,32.204746258545455,6362785
2008-04-16,32.451454162597656,33.45476845267415,32.31987068061228,33.22450014778888,4725794
2008-04-17,33.70148468017578,34.4745284278095,32.58303513189468,32.9448869156356,14831167
2008-04-21,34.244266510009766,34.836386707049456,33.88241688967063,34.21137230681804,7639361
2008-04-22,34.803489685058594,35.19823796366446,33.88241631730267,34.21137172889312,8814769
2008-04-23,34.836387634277344,35.24758191665623,34.3758509303617,34.869284069216356,5265604
2008-04-24,33.60279846191406,35.26402349619822,33.30673952667866,35.19823286957606,8801780
2008-04-25,33.882415771484375,34.35940066443235,33.42187686415366,34.21137117777561,4095990
2008-04-28,34.01399612426758,34.67190691910568,33.882414857648584,33.91530905886755,4708244
2008-04-29,34.49097442626953,34.81992976095057,34.0468860629728,34.21136373031332,6497143
2008-04-30,34.721248626708984,35.16533929649664,34.54032494652362,34.83638390580105,6331377
2008-05-02,35.03376007080078,36.02062630030259,34.96796720413667,35.247580194844176,5658418
2008-05-05,34.86928939819336,35.69167808863451,34.63901878017216,35.494303910579795,7642293
2008-05-06,34.57322311401367,35.2640304060865,34.375851195472706,34.58967133161003,5061166
2008-05-07,34.07978439331055,34.770591572314814,33.55345713247667,34.540323256270526,4303106
2008-05-08,33.66859817504883,34.01400184662222,33.47122624191542,33.81662768261687,3642073
2008-05-09,33.47121810913086,34.34294895478682,32.961336835067144,33.224501579506935,8621761
2008-05-12,33.47121810913086,33.71793463875478,32.7310662893877,33.47121810913086,4890395
2008-05-13,33.56990432739258,33.81662086724023,33.290293587421466,33.61924897388501,5056766
2008-05-14,33.61925506591797,33.800181007432194,32.89555353073295,32.89555353073295,2982486
2008-05-15,33.635704040527344,34.01400191966605,32.89555427022574,32.89555427022574,2646760
2008-05-16,33.898860931396484,33.99754799705437,33.48766668354826,33.882414946179814,4422288
2008-05-20,33.833065032958984,33.9646485103169,33.48766147234238,33.55345432645695,3464912
2008-05-21,34.04690170288086,34.5403349315677,33.06003524550717,33.06003524550717,3419088
2008-05-22,33.58635330200195,33.750830998951216,33.22450370723651,33.22450370723651,3558000
2008-05-23,33.027130126953125,33.849518625354904,32.89554885955747,33.388981958598535,4417028
2008-05-26,32.780418395996094,32.9777925569742,31.250774225595514,31.250774225595514,2605807
2008-05-27,31.793548583984375,33.19160908423887,31.645519094837642,32.82975723888316,3316550
2008-05-28,32.961341857910156,33.15871377316315,31.349458946882844,31.90868271974059,4505700
2008-05-29,33.50411605834961,33.88241611797612,32.53369804604099,33.30674415107946,11026212
2008-05-30,32.43501281738281,33.71794032635652,32.303431538403245,33.58635681650518,4023430
2008-06-02,31.053409576416016,32.895561407891485,30.592870503110934,32.23764812733102,4431595
2008-06-03,29.902050018310547,30.921810287711192,29.622437072176574,30.59285493031654,6240766
2008-06-04,28.980985641479492,30.08298517116645,28.800059679628752,29.770477908445436,5762089
2008-06-05,28.9316349029541,29.145457260541733,27.96121687798899,28.948083119825714,9721099
2008-06-06,28.619125366210938,29.81981386747667,28.207931132394897,28.783603059737352,6317089
2008-06-09,28.224384307861328,28.91519163441812,26.974353171215263,28.290174950659146,6500809
2008-06-10,28.027006149291992,28.257276712533802,27.38554356952076,27.96121551588215,6717902
2008-06-11,28.158594131469727,28.619130869554454,27.961219968935172,28.290175419244814,2586175
2008-06-12,28.355966567993164,28.52044429607641,26.974354098268286,27.796742738684518,3244212
2008-06-13,28.17504119873047,28.58623549481325,27.87897996702777,28.306622481128226,4248430
2008-06-16,29.161903381347656,29.605991819731504,28.32306668990504,28.421753753169735,4354615
2008-06-17,30.033634185791016,30.26390251215671,28.65202199672535,29.57309753305963,4736084
2008-06-18,30.000734329223633,30.658647263664715,29.934943705040904,29.934943705040904,5055019
2008-06-19,29.359270095825195,29.93494192726072,28.882285310238554,29.4086147341852,4221271
2008-06-20,28.684919357299805,29.72113028641008,28.306621510227778,29.605994995107242,3837789
2008-06-23,27.681596755981445,28.55332971699548,27.401986064648383,28.45464267204865,4516050
2008-06-24,26.82632827758789,28.092807850309175,26.546715209052877,27.68161124269263,5238203
2008-06-25,26.08616828918457,26.62894376377363,25.494048169987426,26.3164366047414,3933879
2008-06-26,27.566463470458984,28.750703536960373,26.234193953362695,26.234193953362695,18253250
2008-06-27,26.349342346191406,27.237524029499344,26.20131280926421,26.64540365091818,6821283
2008-06-30,25.823007583618164,26.57960550812763,25.082857876551202,26.33288893910531,4596315
2008-07-01,23.997297286987305,25.822999793134695,23.07622192767347,25.822999793134695,6202295
2008-07-02,25.049955368041992,25.313120090699773,23.240700967217663,24.013746921736544,5245963
2008-07-03,24.39204216003418,25.049952783359053,23.684789132308335,24.836132723126862,4726793
2008-07-04,24.72100257873535,25.197987433010574,23.84927171508999,24.013749404900167,4862814
2008-07-07,25.26378631591797,26.283549218225136,25.049966141662676,25.049966141662676,5528014
2008-07-08,26.003929138183594,26.6453916635314,23.355835732546776,23.355835732546776,8354280
2008-07-09,27.813194274902344,27.928327359769177,26.34934053567239,26.34934053567239,6860769
2008-07-10,29.030324935913086,29.375728601979393,27.040144032266195,27.813190226277833,7216175
2008-07-11,27.64872169494629,29.671797477437757,27.43489924444769,29.309947703388243,6040791
2008-07-14,27.665157318115234,28.652025849725078,26.974352246121693,26.974352246121693,5942149
2008-07-15,26.513813018798828,27.27041095416456,26.316441099271973,26.97435195943839,3693378
2008-07-16,25.790102005004883,26.974342008795425,25.346011445865685,26.51380323804534,6973872
2008-07-17,27.105932235717773,27.30330637881003,26.316440125092143,26.316440125092143,5038238
2008-07-18,28.619125366210938,28.84939369097362,26.793422521893415,27.599362773998557,5983177
2008-07-21,30.23101806640625,30.41194403509861,28.635583020944832,29.11256804322671,8754188
2008-07-22,31.46459197998047,31.744202730914044,29.967844466715356,30.231009232378163,12631056
2008-07-23,33.68505096435547,34.34296195914483,32.27054187938389,32.86266222086876,12798869
2008-07-24,32.500797271728516,34.31005178317762,30.477722664911244,30.477722664911244,10764301
2008-07-25,32.56657791137695,33.619236543548716,31.332995668241914,32.15538383033194,10710381
2008-07-28,32.30342102050781,33.20804815384584,31.941569274824182,32.56658349278204,5533881
2008-07-29,31.004045486450195,32.07315027244458,30.757328997374568,31.579717294293324,5145929
2008-07-30,32.30342102050781,32.56658349278204,31.283658632396527,31.283658632396527,7354746
2008-07-31,31.168529510498047,32.862651086615664,30.75733527807214,32.862651086615664,6006517
2008-08-01,32.07316970825195,32.20475325401901,29.606003322433892,30.675108756288385,4699412
2008-08-04,32.270538330078125,32.862658606438096,31.43170145780751,31.43170145780751,4301346
2008-08-05,33.717933654785156,33.9646501772093,32.073154607752855,32.40210997098505,9161115
2008-08-06,32.862648010253906,34.9186189799184,32.63237970782574,34.9186189799184,8616591
2008-08-07,32.780418395996094,33.52056815335614,31.76065561572904,31.76065561572904,4809365
2008-08-08,32.2211799621582,33.027119997228326,32.10604471534637,32.40210359161837,4883824
2008-08-11,32.51725387573242,32.99423883291275,32.270537287790326,32.6323891757875,2714705
2008-08-12,31.958030700683594,32.895554646127614,31.711314107763794,32.731074686642444,5801276
2008-08-13,32.0896110534668,32.402118282525045,31.333013077781846,31.579729663491815,2754609
2008-08-14,31.31656265258789,32.23763599069285,31.250769787690462,31.908680589692054,2566362
2008-08-18,30.954710006713867,31.908679752230046,30.658651045932025,31.25076896749571,2963058
2008-08-19,30.37903594970703,31.086289101583716,29.754019409310743,30.90536543310692,2941144
2008-08-20,30.72443962097168,30.97115614872731,30.510617291727304,30.592856134312512,3319410
2008-08-21,30.395496368408203,30.905377841885315,30.033644424425155,30.592868330776195,4138486
2008-08-22,30.082984924316406,31.44815150628614,29.309940884020598,31.44815150628614,4139879
2008-08-25,30.41193389892578,30.823128131235325,30.198111559601923,30.823128131235325,2034227
2008-08-26,30.461278915405273,30.559965985760307,29.902055157889,30.099427067727383,1489491
2008-08-27,29.85270881652832,30.83957500244282,29.688231118875905,30.6257548878433,4297168
2008-08-28,29.408628463745117,30.263911388362462,29.030328316524994,29.934955902539137,7382078
2008-08-29,30.625761032104492,30.7408963359087,29.803372378851545,29.934953671023216,2219080
2008-09-01,30.60918426513672,30.741762366017916,29.99600549107368,30.559465791477106,3417069
2008-09-02,32.21670913696289,32.3492872526499,30.559469204240447,30.824627683386936,5030404
2008-09-04,31.537229537963867,32.11726251253534,31.27207115717687,31.85210413174834,2813325
2008-09-05,30.841196060180664,31.18921637336406,30.49317574699727,31.15607072533816,3330688
2008-09-08,32.46528244018555,33.77449926372649,32.15040560160357,32.48185301251377,8377948
2008-09-09,32.5812873840332,32.84644575986352,31.835530716381935,32.4652821399504,3737279
2008-09-10,32.299560546875,32.84644790645091,31.984683690627076,32.41556579853899,3847698
2008-09-11,31.437789916992188,32.15040084593139,31.189204395580198,32.15040084593139,2567354
2008-09-12,31.75267791748047,32.61444232268523,31.238933839291946,31.653243217222652,6093354
2008-09-15,29.747417449951172,31.07320734216889,28.852509722258617,30.592608955794372,6770268
2008-09-16,30.32745361328125,30.59261206825616,28.17304481924006,28.58735420270952,4654621
2008-09-17,29.54854393005371,30.758326046188813,29.167378069738646,30.758326046188813,4674190
2008-09-18,29.482267379760742,30.06230062203725,27.361003849972874,29.16739264065089,6603710
2008-09-19,31.27208137512207,31.43780513629163,29.83028375383795,30.1783041018485,9821730
2008-09-22,30.592609405517578,33.476204261698705,30.344023797072452,32.15041210221929,4162514
2008-09-23,30.228015899658203,30.907483670397788,29.66455564383954,30.228015899658207,6569683
2008-09-24,30.924060821533203,31.25550834166891,29.929718261126073,30.327454835734454,5730103
2008-09-25,29.962862014770508,31.139501086292942,29.250248542943467,31.00692073797125,10926783
2008-09-26,29.482267379760742,30.128591933658416,28.968525449105403,30.128591933658416,4967945
2008-09-29,28.38848876953125,30.32745545313484,27.841599001510442,30.32745545313484,7859964
2008-09-30,28.438203811645508,29.49883540381689,26.847255299502287,26.847255299502287,6616439
2008-10-01,29.382829666137695,29.664558699178045,28.222761140761914,28.802796527335943,3743739
2008-10-03,29.79714012145996,30.16173104456994,29.001664725290983,29.531981656070304,4681406
2008-10-06,29.183961868286133,29.8302840946778,28.587355871704442,29.465693164602385,5560277
2008-10-07,30.145160675048828,30.79148518952312,29.167390861548984,29.167390861548984,9928258
2008-10-08,29.913135528564453,30.161721086336613,27.874732606169797,29.13423546287466,9985473
2008-10-10,29.730846405029297,30.41031421498616,27.52672147649126,29.797137701822876,9025179
2008-10-13,30.32745361328125,30.559466418469697,29.68113142462335,29.880000827797595,6805621
2008-10-14,29.598278045654297,31.45438551559855,29.36626517385449,30.493186121323774,5099383
2008-10-15,29.34967613220215,29.97942532891203,29.034801533847208,29.432537986915115,5495022
2008-10-16,28.222753524780273,28.93536682309957,27.67586618345503,28.93536682309957,6651066
2008-10-17,26.10149383544922,29.0016590679085,25.72032791337714,28.802791943488725,5586092
2008-10-20,26.39979362487793,27.44385437729634,25.57117505046891,26.20092651568281,7922965
2008-10-21,26.615245819091797,28.007325098430456,25.85291599419102,26.66496205315752,8047276
2008-10-22,25.15687370300293,26.548952897808615,24.90828805222433,26.3500857258492,5408099
2008-10-23,23.93051528930664,24.759134021839348,23.56592214788338,24.527121226284624,6641370
2008-10-24,20.831485748291016,23.532782619780747,20.54975440684952,23.201335040566164,9905588
2008-10-27,19.223962783813477,20.5497530105906,17.235277443647792,20.450318294027795,12878172
2008-10-29,21.75953483581543,23.135041100684752,19.886855059085306,21.87554011543938,13094201
2008-10-31,23.151611328125,23.864224742027513,22.00811799857448,22.903025723971755,8097887
2008-11-03,23.864219665527344,24.49396882964378,23.035598913512295,24.46082319036542,4951148
2008-11-04,24.908283233642578,25.107152614902567,23.416769617508727,23.532774883433706,4515828
2008-11-05,23.996809005737305,26.118074722270794,23.5327810766022,26.118074722270794,6145587
2008-11-06,23.20133399963379,24.77571217804102,22.720735480889346,23.532781563977913,4896229
2008-11-07,25.007720947265625,25.753477845481427,22.86988270749583,23.035606462654897,8250147
2008-11-10,25.571182250976562,26.151215416392567,25.007721911269776,25.78662224187927,3775177
2008-11-11,25.272878646850586,26.333510198493634,24.69284552119571,25.687188022318356,8900004
2008-11-12,24.21224021911621,25.81976118775249,23.913938424910533,25.81976118775249,5705390
2008-11-14,24.129383087158203,25.190016891620353,23.83108123451087,23.996804985486552,4038880
2008-11-17,25.123729705810547,25.952350844107908,22.869885874028668,25.952350844107908,5361538
2008-11-18,23.764799118041992,25.057443853726195,23.30077113124731,25.057443853726195,6392448
2008-11-19,23.18475914001465,24.60998385317003,22.8864550385046,23.864226971053263,5606729
2008-11-20,22.936174392700195,23.367054365127117,21.958402422634556,23.201330607186815,5080395
2008-11-21,24.39453887939453,25.15686850034711,22.206984705838785,22.787017771033053,8350092
2008-11-24,25.007720947265625,25.40545751009293,23.76479278357262,25.1237262272136,5420119
2008-11-25,24.39453887939453,25.571177832628727,24.195671748562543,25.272876012494756,5453771
2008-11-26,24.941425323486328,25.322588960818806,23.947083054509402,24.65969411483419,5246053
2008-11-27,24.941425323486328,24.941425323486328,24.941425323486328,24.941425323486328,0
2008-11-28,24.543691635131836,25.024292294936973,23.56592198697394,24.19567356806212,8464961
2008-12-01,24.344829559326172,25.9854945306639,24.245394841838785,25.02429750642193,5733003
2008-12-02,24.129383087158203,24.394541538273742,23.36705338311562,24.162528736462235,5879324
2008-12-03,24.85856819152832,25.17344285365125,23.61564011911772,24.361396962564083,6430656
2008-12-04,26.0517635345459,26.184343805039962,22.04125025003374,22.04125025003374,4648185
2008-12-05,25.73690414428711,26.979832265668918,24.875139747686834,24.875139747686834,5338962
2008-12-08,25.80319595336914,26.648387615829524,24.692848061548393,26.43294761753112,11709287
2008-12-10,25.388883590698242,27.01297766991796,25.024292693726444,27.01297766991796,11172070
2008-12-11,25.107162475585938,25.83634674696849,24.709423556856454,25.83634674696849,9867592
2008-12-12,24.3282470703125,24.609978283347488,23.79793028616608,24.493970784386793,9847702
2008-12-15,24.725994110107422,25.27288394912623,24.527126916823693,25.15687640054787,5741641
2008-12-16,25.67061996459961,25.985494698870703,23.53278139198649,24.858573887445953,9183505
2008-12-17,25.637470245361328,26.35008373919628,24.958002401573506,26.35008373919628,8720755
2008-12-18,26.39979362487793,26.681524839285693,25.05743108478097,25.05743108478097,12640018
2008-12-19,27.675878524780273,28.00732609102533,26.36666108766683,27.178707175412686,10050607
2008-12-22,27.692445755004883,27.924458554923735,26.731246658523627,26.731246658523627,6524631
2008-12-23,27.12898063659668,27.957599306173464,26.930113504561454,27.510146573265203,5151765
2008-12-24,26.66496467590332,27.493583643651593,22.372716624749014,22.372716624749014,13318746
2008-12-26,26.714677810668945,28.123329892158562,26.018639307302312,28.123329892158562,5480531
2008-12-29,27.27812957763672,27.4935694993069,26.184352653359028,27.012971194816117,3418418
2008-12-30,27.228416442871094,27.675871441897105,26.21750117498528,27.21184361924567,4868199
2008-12-31,27.559864044189453,27.974173397767053,26.946687549557865,27.974173397767053,4396180
2009-01-02,27.957597732543945,28.42162551005174,27.427283162527445,28.42162551005174,3976548
2009-01-05,27.32785415649414,28.42163141559396,26.979833812993427,28.42163141559396,4505326
2009-01-06,27.12898063659668,28.371910888733854,26.68152790368842,28.371910888733854,3969700
2009-01-07,25.703760147094727,28.07361126615489,24.079668196561137,28.07361126615489,12109220
2009-01-09,25.571182250976562,27.841598683285298,24.295108387952407,27.841598683285298,5272587
2009-01-12,24.89170265197754,26.1843487317132,23.89736055115225,26.1843487317132,6595708
2009-01-13,24.527116775512695,25.173438820050034,24.162523700249707,24.85856420838023,4104761
2009-01-14,24.576826095581055,24.991135270418816,23.897358599292897,24.991135270418816,2777281
2009-01-15,24.21224021911621,24.576833298942518,23.698498489958855,24.36139336399084,3693599
2009-01-16,24.97456932067871,25.33916239388999,24.029945490985085,25.057431178429297,2131503
2009-01-19,25.935775756835938,26.15121575049103,24.875141871164214,25.65404445949706,2587926
2009-01-20,28.8359375,29.498832459923765,24.858567740457413,25.96891544966647,19101726
2009-01-21,26.913545608520508,29.46569337624133,26.54895242805399,29.46569337624133,11311625
2009-01-22,28.18960952758789,28.570773151523646,26.582088683465887,27.77530026340919,10535551
2009-01-23,28.587345123291016,28.935365344427645,27.31127172838055,28.653634154038098,7005930
2009-01-27,29.515409469604492,29.913146052414746,27.510151481877823,28.504494062789654,8487928
2009-01-28,30.178308486938477,30.327459444109138,29.167392947357566,30.128592250472483,6636133
